id,name 
765326582,The Gate Thief
886779065,Mountain of Black Glass
684822761,In Our Time
525952926,Winter of the World
312936222,Ten Big Ones
778324338,Poison Study
042510687X,Outbreak
141183535,A Room of One's Own
1405209496,National Velvet
747553866,Pastoralia
61974618,The Fall of Five
1442454148,Rise of the Elgen
142406139,Eagle Strike
670061107,That Summer
385537131,Sycamore Row
316010707,Case Histories
1250128544,Love Warrior
61351423,Slash
553153382,Anastasia Krupnik
749391685,The Commitments
451200810,North and South
1844285073,Curious George Rides a Bike
7169957,There's a Wocket in My Pocket
425169693,Here on Earth 
671702513,The Prize
1400064759,American Wife
193636574X,A Hologram for the King
140006788X,Night Film
671449028,The Going-To-Bed Book
1416599398,Extreme Measures
446609404,Virgin
076532699X,The Goblin Emperor
316010766,Oblivion
380821214,Eric
515133310,Echo Burning
2314576,Lord Edgware Dies
937611352,Heal Your Body
399173595,The Princess Diarist
755379284,When God Was a Rabbit
1250046394,Once We Were Brothers
1250095255,Caraval
749934409,Reunion in Death
1455521191,The Escape
1420100963,Storm Born
804192979,Night School
142001740,The Secret Life of Bees
380756277,Prisoner of my desire 
345427637,The Angel of Darkness
1439102430,Bones Are Forever
446696161,Fledgling
1451686633,The Passenger
743272498,The Constant Princess
142408808,Superfudge
385338600,A Time to Kill
62271121,Amy & Matthew
802139256,Peace Like a River
380790076,Simply Irresistible
312932812,Crazy For You
743272501,The Boleyn Inheritance
1599900734,Princess Academy
425238814,The Perfect Play
767907817,Bookends
399216197,Lon Po Po
1400063973,The 19th Wife
553381334,A Man in Full
441013406,Academ's Fury
1594488800,The Little Stranger
545123267,Shiver
812520475,Eon
440164842,Noble House
141187492,Scoop
006233638X,Fill-in boyfrined
876850867,Post Office
767903862,Down Under
1595143181,The Golden Lily
399256938,Rebel Belle
1250006325,Torn
156007479,Slammerkin
349117624,Jennifer Government
7524277,Allegiant
449818438,Mitosis
140186301,Lucky Jim
446583146,One Summer
61449067,Hunger 
1476791619,A Work in Progress
316041440,Hate List
689875347,A Great and Terrible Beauty
1627792120,Six of Crows
394574753,The Crossing 
553803727,Foundation and Empire
446675539,Gone with the Wind
843955430,The Girl Next Door
1416516859,Deep Six
1442152613,Elizabeth Street
553288202,The Fall of Hyperion
804179034,Uprooted
1400031702,The Secret History
1416995552,It's Not Summer Without You
449912426,Drei Kameraden
60788194,A Fistful of Charms
1416530711,"Whitney, My Love"
450542882,Four Past Midnight
380018179,The Thorn Birds
1250034604,That Night
345457714,Broken Angels
446195510,True Blue
60764902,The magician's nephew
679720219,La peste
61140988,The Fury and Dark Reunion
307277674,The Da Vinci Code
60725125,Ninth Key
61345725,Envy
241141826,Skippy Dies
786849568,The Lost Colony
316018589,Barefoot
399214577,Owl Moon
385344228,Defending Jacob
312306342,Plum Lovin'
1594485755,The Psychopath Test
553589172,Ashes to Ashes
575132507,Foxglove Summer
60562498,It Happened One Autumn
1476728747,The Wright Brothers
575077166,The Prefect
074347788X,Undaunted Courage
393328627,The History of Love
1400068312,Sisterland
038533916X,Bloodfever
1557488150,In His Steps
1467964409,Wife by wednesday
1439172560,The First Bad Man
451229851,"Lover Avenged, part one"
451222725,"Lover Enshrined, part one"
1594204993,Redeployment
316952664,The Winds of War
515141658,Morrigan's Cross
241963745,The Other Typist
006621131X,Just Kids
316778508,The Dogs of Babel
60596988,Lit
425205967,Cat Among the Pigeons
014023828X,The Tortilla Curtain
316910333,Gossip Girl
1741662095,Erak's Ransom
62073125,The Fallen Angel
345485750,The Alexandria Link
62217070,Reboot
61240850,Anybody Out There?
60759968,Little Altars Everywhere
316713732,The Last Time They Met
440243750,Summer Sisters
765348276,Old Man's War
452287898,Love Walked In
425263908,Bared to You
1451645821,Ordinary Grace
374480095,Tuck Everlasting
743430336,Mercy
451461991,Embrace the Night
440240948,The Gates of Rome
307599469,Seating Arrangements
545060494,Storm Warning
312939019,C is for Corpse
374324913,Lockdown
143039946,Gravity's Rainbow
345485777,The Venetian Betrayal
60855924,The Colour of Magic
552150215,The Analyst
1455520616,See Me
067976402X,Snow Falling on Cedars
1585673692,True Grit
1897299214,Pyongyang
553582453,The Golden Fool
767919408,One Summer: America 1927
312650094,Outpost
439679966,Evil Star
1781162646,Joyland
61449091,Lies
515141399,Blue Smoke
1416953582,Fade
743470125,Goodnight Nobody
671737635,Something Wonderful
525952764,Catch Me
1592402739,Candy Girl
425141233,Winter Prey
385743580,Firefight
307990672,Odd Apocalypse
045146379X,Ghost Story
670072818,Finnikin of the Rock
044619154X,Witness
451460936,Touch the Dark
143034758,Alexander Hamilton
373210515,The Immortal Rules
151189781,Collected Poems 1909-1962
765305119,The Dragon Reborn 
345417968,The 158-Pound Marriage
60724617,Princess Mia
345324390,The Gods of Mars
812577566,Knife of Dreams
1841954802,Under the Skin
1594482306,The Night Watch
62320521,Magonia
1416595201,Kill Shot
1414310552,Danger in the Shadows
60880120,How to Be Popular
1410400964,The Stone Monkey
385339674,The Brethren
1560760478,Sojourn (Dark Elf #3)
1841497126,The Reckoning
802723462,Scarlet
751554154,I Let You Go
399250484,Slam
749934131,Vengeance in Death
1400052297,A Piece of Cake: A Memoir
1442436646,Poison Princess
545415071,Underworld
1501111671,The Bazaar of Bad Dreams
99267543,Timequake
151166066X,The Mistake
553820273,Succubus Heat
316032220,Beat the Reaper
451210557,No Second Chance
307377326,Asterios Polyp
1591141273,Flight of the Intruder
671721720,The Honor of the Queen
739455834,The Twelfth Card
670011304,Waiting For You
1594205418,Funny Girl
446677388,Kiss the Girls
440132940,Evergreen
1101875941,Sweetbitter
749909056,Dream Warrior
99489988,Watermelon
61059927,Dark Reunion
446616621,Night Fall
316735507,Eat to Live
1595142509,Spirit Bound
812551494,Soul of the Fire
809510839,Carmilla
62060554,Before I Go to Sleep
1857236653,The King Beyond the Gate
62072099,Into the Still Blue
373772467,The Darkest Night
99437597,In Watermelon Sugar
439236193,White Fang
142437298,Herzog
802135226,The Passion
345451325,The Fall of Reach
1595143203,The Fiery Heart
1599903423,Captivate
451215737,Prince of Fire
1477817158,Left Drowning
60725133,Reunion
373210051,My Soul to Keep
743297334,The Sun Also Rises
758266928,Touch of Frost
671540661,The Shadow of the Torturer
307271080,Americanah
451208706,The Man from St. Petersburg
451457811,Storm Front
1423128192,The Atlantis Complex
345335457,Magician's Gambit
038533379X,Soul On Ice
425176657,Belinda
61092037,The Fourth Estate
345418476,The One Tree
670059838,"Llama, Llama Red Pajama"
312348266,Secrets of a shoe addict
756405718,Rosemary and Rue
345450728,Distant Shores
446546933,Columbine
552154229,The Fifth Elephant
810970686,The Last Straw
330247042,Marathon Man
62285505,The Enchanted
60092572,The Terminal Man
553588184,Broken
758232004,Succubus Shadows 
375829830,Saving Francesca
031609966X,Silver Girl
330448447,The Shifting Fog
586064176,Silverthorn
450417395,Misery
679889108,The Lorax
140309276,Homer Price
765348810,House of Chains
1423157370,The Darkest Minds
374384681,The Winner's Curse
345397673,Antrax
145210655X,Darth Vader and Son
140157727,Virtual Light
1416974512,"Night World, No. 2"
374260508,The Sellout
316296198,The Magus
147675666X,We Are Not Ourselves
312380828,Come Home
545040523,Airhead 
552152676,Thud!
525456074,Rapunzel
446531383,Strange Highways
312992424,Night Play
451529308,Little Women
61128643,Lost & Found
7120710,Sad Cypress
393081508,Heft
1408810441,Entice
038553714X,Gray Mountain
345545966,Ashley Bell
1582346178,A Year in the Merde
812974611,Pompeii
786887583,Napalm & Silly Putty
1594488134,The Last Nude
553588265,Forever Odd
618724834,The Wednesday Wars
62014536,Requiem
786838922,Blue Bloods
394757688,The Long Goodbye
441009425,Revelation Space
738718688,Return to Paradise
7158491,Hop on Pop
1456527738,Sempre
679456201,My Life on the Road
439700930,The Dark Hills Divide
1555977073,The Argonauts
307376656,La catedral del mar
1741663024,Halt's Peril
340895934,Silver Bay
333761189,The Rats
62059998,The One
62004018,Die for Me
749934433,Imitation in Death
375758771,The Glass Palace
3552060413,Gut gegen Nordwind
1451664125,In One Person
1400043875,The Ruins
1612187145,Not Quite Dating
044657161X,Simply Irresistible
1595141715,Thirteen Reasons Why
385528043,The Confession
60557818,Neverwhere
440339340,Worth Dying For
440222656,The Horse Whisperer
62279874,Foreplay
1409113965,Minding Frankie
440244498,Veil of Midnight
316955108,The Caine Mutiny
553213172,Anne of the Island
340796146,Five on a Treasure Island 
006056251X,Devil in Winter 
2020418770,V.
014132502X,The Enemy
1400097037,Arthur & George
345497627,The Keepsake
545060486,The Emperor's Code
345539478,Unseen
374193681,The Lover's Dictionary
1419953249,The Sweet Gum Tree
1421808307,Burmese Days
1416586571,The Apostle
345542924,Top Secret Twenty-One
553589482,The Search
553282980,Dead Poets Society 
385521383,New York
64472809,Princess in Love
61784796,Bloodline
545240778,Prom and Prejudice
312957572,The Seventh Scroll
312423799,Dry: A Memoir
044023803X,Hawksong
61998168,Every Thing On It
1936365537,How Music Works
312569033,Monument 14
1416509887,No Rest for the Wicked
140280464,My Year of Meats
525951989,Attachments
1841499889,Leviathan Wakes
61992704,Sh*t My Dad Says
307594173,God Help the Child
451461401,White Night
307381757,The Heretic Queen
373210272,My Soul to Steal
1596436581,In Real Life
440245265,Shades of Midnight
141655484X,Blaze
345539788,Red Rising
451475496,Eeny Meeny
375836977,A Color of His Own
014131088X,Speak
64440583,Days with Frog and Toad
1419702173,My Friend Dahmer
316037834,The Ambassador's Mission
670012254,Keep Holding On
1476759545,A Beautiful Wedding
553575651,Ship of Destiny
143036661,March
044101769X,First Lord's Fury
679800034,Horton Hears a Who!
7175191,Horton Hatches the Egg
515089931,Tramp for the Lord
039480001X,The Cat in the Hat
142003239,Live and Let Die
553578529,Into the Wilderness
1416963987,Doll Bones
671725661,West Side Story
441010644,Chasm City
307590615,Decision Points
144240907X,Fever
670022691,Rules of Civility
147111810X,UnSouled
375508333,A Raisin in the Sun
505525534,Love Bites
385521723,A Fraction of the Whole
446611638,Lost Light
62422960,Queen Song
042518546X,Open Season
316734837,Fortune's Rocks
312595670,Still Missing
60577363,Flyte
316769177,The Catcher in the Rye
441012396,Deerskin
345545850,Complete Me
451165667,Fatal Vision
385755929,Holding Up the Universe
7563035,The Ice Twins
545424941,The Dream Thieves
446611778,Last Man Standing
307277887,Darkly Dreaming Dexter
702229784,Oscar and Lucinda
515142867,Midnight Bayou
451215710,Whiteout
340682388,What I Loved
076790284X,Bella Tuscany
385341598,The Onion Field
373210035,My Soul to Take
451220897,The Dead Girls' Dance
031608106X,Deadline
1595143998,Shades of Earth
525954570,Find Her
312537409,Abandon
62107313,The Valley of Amazement
60786523,A Suitable Boy
515128554,Heart of the Sea
451199863,A Pocket Full of Rye
1455501476,Lethal
1406310263,The Ask and the Answer
074326603X,Imperium
1616960922,The Emperor's Soul
452286034,Bitten
142407380,Ark Angel
425285049,The Girl Before
60741872,"Alas, Babylon"
749934123,Ceremony in Death
452283868,Sula
61020702,The Light Fantastic
042520426X,Origin in Death
61143316,Promise Not to Tell
99366711,L.A. Confidential
679772669,In the Skin of a Lion
043977134X,Gregor the Overlander
99461889,Money
440244501,Ashes of Midnight
375705198,Amy & Isabelle
1442444924,Winger
1936305380,The Redhead Revealed
055357342X,A Storm of Swords
1439164630,Left Neglected
812976142,The Alienist
425204308,Broken Prey
553575384,To Say Nothing of the Dog
145161747X,The Dovekeepers
399167064,Big Little Lies
345481305,Black Powder War
385742886,The Kill Order
1414315716,The Last Sin Eater
312305060,The Hours
888994168,The Breadwinner
61566128,Killer 
042528011X,Bay of Sighs
312933533,Honour Among Thieves
804136572,Ex-Heroes
743249291,Wideacre
842345523,More Than a Carpenter
806512814,Johnny Got His Gun
312265050,The Naked and the Dead
61922315,Secret Daughter
891343377,Keys to Drawing
1400067111,Shanghai Girls
385350813,Dept. of Speculation
1250000238,Dragon's Oath
515138819,Sunshine
054705484X,Indignation
1935089447,Sophie & Carter
044661002X,Kushiel's Scion
60012382,The Wee Free Men
1476727910,The Humans
1595143173,Bloodlines
618680004,The God Delusion
451459407,Death Masks
375507256,Cloud Atlas
613371658,The Princess Diaries
152002650,Mouse Paint
1579126294,A Murder is Announced
1480114480,The Proposition
1408808870,The Finkler Question
749941995,Just Like Heaven
515116750,Born in Ice
1595540067,Saint
743271181,Takedown
812508424,Shadows Linger
679722769,Ulysses
1596430699,Bad Kitty
553269828,Sundiver
62049801,State of Wonder
786851473,The Arctic Incident
786891122,Brain Droppings
373210264,The Goddess Test
62124366,Hana
543904709,What Katy Did  
1862301387,Redwall
451226259,Some Girls Bite
1423108361,The Time Paradox
340752475,Coming Home
000735049X,How to Fall in Love
803733062,Savvy
380803275,Exile's Return
399256180,The Lost Stories
451412702,Curse the Dawn
152024174,Peak
60584750,Mystic River
031624662X,Ancillary Justice
345494997,Loving Frank
385525001,Playing For Pizza
61957933,The Undead Pool
767905180,Jemima J
061579615X,Damaged
140249435,Rabbit Is Rich
006440630X,The Midwife's Apprentice
077832740X,The Weight of Silence
345419391,The Renegades of Pern
141659521X,The Last Man
316261246,Underground Airlines
1455521205,The Target
590920685,Ella Enchanted
312380720,Look Again
345803507,Fifty Shades Freed
399164448,Festive in Death
1571316515,Perfect
590554093,Tris's Book
99910101,A Farewell to Arms
425195481,The Bad Place
425213617,Wicked Ties
786818611,Ptolemy's Gate
446585025,Seriously...I'm Kidding
373210639,Dare You To
385486804,Into the Wild
307263991,Swamplandia!
1502541858,Beautiful Redemption
125005480X,The Book of Speculation
670026328,The Secret Place
1250109302,One With You
62208195,Destroy Me
385738757,The Scorch Trials
1416516352,Transfer of Power
62001035,Entwined
60086246,Last Chance Saloon
61974552,The Power of Six
60755865,Avalon High
006074068X,Death at La Fenice
425116840,The Cardinal of the Kremlin
312937660,Scarecrow
057506689X,Soul Music
99481243,Enduring Love
446672211,Where the Heart Is
1451665601,Mile 81
525952993,The Last Runaway
786851716,Sold
009947137X,The Mummy
446362662,Summer of Night
452287057,Bastard Out of Carolina
006204964X,Love wins
545060451,The Black Circle
1400096685,Incendiary
525951059,Long Lost
439856264,Mister Monday
316252964,My Cousin Rachel
1416927883,"Stormy, Misty's Foal"
037321099X,Crash Into You
440418518,A Single Shard
1459245954,Afterburn
345505514,The Jefferson Key
62116851,Blood of Dragons
803736991,My Life Next Door 
425223256,Hostage to Pleasure
1405088834,The Temporal Void
349103232,The Crow Road
802131867,The Subterraneans
140006466X,Peony in Love
340739304,The Face Of Deception
425138232,Eye of the Storm
812970438,Chesapeake
441011241,Tales from Earthsea
055350584X,"Darkness, Take My Hand"
1579126251,Murder at the Vicarage
575058080,Maskerade
1250006333,Ascend
446695718,Tourist Season
375955712,The Diamond of Darkhold
1408857901,A Court of Wings and Ruin
149262246X,This Is Where It Ends
671011332,Almost Heaven
553578553,Dawn on a Distant Shore
6513905,The Dice Man
749934174,Conspiracy in Death
805072454,Peter Pan
425263916,Reflected in You
045121577X,The Innocent
618446877,Dark Star Safari 
425199584,Cold Fire
553278223,The Martian Chronicles
037377138X,Anyone But You 
385737947,The Maze Runner
316182540,White Oleander
7325940,Dark Days
307272583,Star Island
61668036,Wings 
1579126243,The ABC Murders
1595542884,Green
60733497,The Lions of Al-Rassan
316201642,S.
307700003,The Buddha in the Attic
553813153,The Bonehunters
044018293X,Suffer the Children
61728934,Summer and the City
61767603,Sugar and Spice
786891076,Shopgirl: A Novella
146109111X,Thoughtless
451463803,Grave Witch
316246654,Ancillary Sword
316055433,The Goldfinch
743484193,Certain Prey
778319059,Don't You Cry
345322215,Wielding a Red Sword
080411109X,The Hundred Secret Senses
152050841,Once Upon a Marigold
345439104,Drowning Ruth
441019455,Bayou Moon
451203267,The Stranger Beside Me
441008534,Dead Until Dark
142002046,Goldfinger
375509321,Thirteen Moons
142422959,Just One Day
312349998,Cocktails for Three
307594165,Home
1401303277,For One More Day
440174643,Roots
1416509372,On Basilisk Station 
61020680,Mort
385349580,An Officer and a Spy
452276721,The Ghost Road
014132063X,Once
1573229725,Fingersmith
1905294964,Inkheart
440210690,Indemnity Only
812550293,The Path of Daggers
62209841,The Death of Bees
080509461X,Ruin and Rising
142002038,Dr. No
1465341889,Consequences
312364121,Winter Garden
345476980,Vanish
553588117,Prince of the Blood
670175919,Blueberries for Sal
385340567,Nothing to Lose
670026603,Me Before You
030711838X,Just for You
671685635,Ghost Story
679774025,All Over But the Shoutin'
64409597,Love That Dog
62235796,The Jewel
751537284,The Historian
385736843,The Dead-Tossed Waves 
345472454,The Amateur Marriage
067172942X,Garden of Shadows
385664443,Ape House
307356361,The Abstinence Teacher
385534817,The Light in the Ruins
373775814,The Darkest Surrender
045057458X,Needful Things
752837214,The Last Picture Show
802130917,Glengarry Glen Ross
62073168,The English Girl
446696587,The Lake House
067102731X,Every Dead Thing
1400066336,The Descendants
394826205,Swimmy 
425205819,Rules Of Prey
553804677,The Lies of Locke Lamora
1439136807,Dreams of a Dark Warrior
316013560,The Lion & the Mouse
140274219,Wide Sargasso Sea
307279901,The Children of Men
399167846,The Rose Society
340796154,Five Go Adventuring Again
7157150,Out of the Silent Planet
333725034,The Naked God 
440221315,The Gift
1596911050,JPod
316015849,Twilight
1250000246,Lenobia's Vow
034551548X,Ice Cold
1596060204,Agent to the stars
1609074602,Blackmoore
312539517,Paths of Glory
038073186X,Shutter Island
553381660,The Valley of Horses
743499697,The Third Option
805078983,Messenger of Truth
553578685,The Third Victim
61668095,Illusions
752224417,The Lost World
1423157516,Never Fade
749909226,Bad Moon Rising
9381626715,Stay Hungry Stay Foolish
452287146,The Other Woman
316160202,Eclipse
1847679447,The Last Werewolf
61345660,The Luxe
143035061,Out to Canaan (Mitford)
60531231,When He was Wicked
345548485,Shattered
60093366,Vampire Kisses
441014011,Pushing Ice
044653109X,The Collectors
052595192X,Secrets to the Grave
60725117,Shadowland
7178379,Remarkable Creatures
031619008X,Etiquette & Espionage
380014300,Nine Princes in Amber
593046315,Reaper's Gale
081299325X,The Road to Character
425197549,Guilty Pleasures
385474547,Things Fall Apart
312976275,Hot Six
142401773,Someone Like You
446612731,The Black Echo
1416521836,Such a Pretty Girl
749934417,Purity in Death
7208006,The Tea Rose
006053284X,Heretic
1841493007,Living Dead in Dallas
316123358,The Heroes
316777730,Naked
1419710206,El Deafo
345327861,Crystal Singer
1416585834,Dog on It
525422242,Twelfth Grade Kills
1250076420,The Forgetting Time
156904365,Till We Have Faces
142501093,The Legend of Luke
224097008,H is for Hawk
1597800449,The Algebraist
60724560,Princess on the Brink
670060291,When It Happens
60955228,Under the Volcano
1455521310,King & Maxwell
000100039X,The Prophet
312593317,Boomerang
174166134X,The Siege of Macindaw
452282829,We Were the Mulvaneys
545052424,Finally
843958448,Dark Gold (Dark #3)
142501557,This Lullaby
802720854,Rules of Attraction
752858491,The Bourne Ultimatum
60560118,The Nanny
1423118235,The Demon King
345422406,Merrick
425263150,Midnight Crossroad
545060397,The Maze of Bones 
399175164,The Obsession
61187844,The Post-Birthday World 
055327094X,QB VII
1442426640,Silence 
316113786,Say You're One of Them
449912558,The Sparrow
1606840576,The Dark Divine
1523662441,RoomHate
345542886,Takedown Twenty
446618675,The Alibi
61119725,From Head to Toe
62004042,Until I Die
61161705,Unseen Academicals
375700455,The First World War
60564679,Savannah Breeze
439598389,A Bad Case of Stripes
553584707,Catering to Nobody
080413717X,City of Stairs
7120818,The Big Four
143036378,Disgrace
1416974504,"Night World, No. 1"
385741391,The Eye of Minds
316069515,The Gods of Guilt
044101268X,Furies of Calderon 
515122734,Sanctuary
439227143,The Call of the Wild
345450744,Between Sisters
1627795944,The North Water
743211375,From a Buick 8
552152978,Small Gods
1922182109,The Rosie Effect
679747656,The Way to Cook
031215125X,The Far Pavilions
778324109,Silent in the Grave
1406501069,An Old-Fashioned Girl
345808002,All My Puny Sorrows
60080841,The Stepford Wives
312983603,The Mermaids Singing 
1573227889,Tipping the Velvet
684859734,Grave Secrets
385333781,Player Piano
312651198,Chasing The Night
375865861,Please Ignore Vera Dietz
184391400X,Le Mur
756404738,The Wise Man's Fear
312156960,The Winter King
62026089,Variant
60652942,The Abolition of Man
679723692,Cathedral
375724508,Ghostwritten
312383282,Finger Lickin' Fifteen
385491026,Cat's Eye
141697170X,Out of My Mind
671004549,You Belong to Me
553804790,The Husband
679722637,The Thin Man
1559363304,August: Osage County
425224201,Just the Sexiest Man Alive
375832998,Boy Meets Boy
486410226,The Railway Children
312890176,Shadow & Claw
553281747,Mona Lisa Overdrive
385669852,Turn of Mind
1572245379,The Untethered Soul
425144372,Clear and Present Danger
385720920,Choke
739467042,Q & A: Slumdog Millionaire
452269652,Jazz
312554168,Heart of the Matter
345379624,Running with the Demon
425259854,Dark Witch
521293731,The Winter's Tale
743294254,Certain Girls
618194576,Flotsam
689861133,"Moo, Baa, La La La!"
679457143,The Cobra Event
074341196X,Inversions
61996165,Unearthly
7158513,I Can Read with My Eyes Shut!
91879205,Lucky Man
373773927,The Darkest Whisper
62429973,The Shepherd's Crown
312421435,No Logo
1416563067,Smoke Screen
055299877X,More Tales of the City
451219422,The Omen
446604089,The Best Laid Plans
312650248,Awakened
399155813,Black Hills
380508567,The Foundation Trilogy
230711251,Heartstone
385344422,Feverborn
031253275X,Evermore
006091307X,The Crying of Lot 49
345373529,The Ruby Knight
1414310609,The Healer
399151575,Naked in Death
752848267,The Next Accident
316002569,Every Soul A Star
553805495,The Sugar Queen
62325345,Flesh and Blood
60755806,Faith
1400069599,TransAtlantic
446573051,The Forgotten
60652896,A Grief Observed
142404241,Hope Was Here
60572965,Dead Witch Walking
743225422,The Shipping News
865471185,West with the Night
1594480869,Brilliance of the Moon 
1476717095,Hidden Order
671726528,Kon-Tiki Ekspedisjonen
067102082X,The Gun Seller
440217490,A Dangerous Fortune
1416940901,"Glass (Crank, #2)"
62081012,Twisted
778313468,The Good Father
778316335,Little Mercies
192839993,Dubliners
505523892,Dark Magic
1842323008,A Town Like Alice
545284139,The False Prince
743466772,Chill Factor
8433972618,Porno
399155163,Scarpetta
345348656,Lord Foul's Bane
425197387,Iceberg
345382846,Here be Dragons
7302142,The Faceless Ones
446699543,The Narrows
316166316,Nine Dragons
385334141,Mother Night
1402245793,Rock Hard
141004924,The Teeth of the Tiger
374316414,Crewel
385425139,The Famished Road
425204200,Trace
99470470,The Collector
316033650,Shadow's Edge
399157077,The Sentry
312591837,Family Pictures
91933684,Plenty
7491433,The Shock of the Fall
671019759,Dream Man
684803860,The Daughter of Time
60502932,Going Postal
763655996,This is Not My Hat
373773552,Too Good To Be True
067001088X,Lock and Key
812513738,The Shadow Rising 
525953485,Six Years
156031191,Winter's Tale
375504877,Colonel Roosevelt
037321006X,Inside Out
679783261,Pride and Prejudice
385536976,Crazy Rich Asians
055358202X,A Feast for Crows
62289241,Burn For Me
505525526,Single White Vampire
552135399,A Prayer for Owen Meany
6280935,The Problem of Pain
140042598,On the Road
446697435,The Widow of the South
786856920,Schooled
62200461,Sense & Sensibility
2081354802,Soumission 
310321913,One Thousand Gifts
394800206,"Go, Dog. Go!"
226320618,The Road to Serfdom
014023313X,The Stone Diaries
60527986,Manual do guerreiro da luz
743493915,Body of Evidence 
804141266,Vinegar Girl
1937007472,King of Thorns
034551128X,Star Wars: Darth Plagueis
142437808,Ethan Frome
345543009,Turbo Twenty-Three
1481426303,City of Heavenly Fire
099050560X,Hardline
62072188,Portrait of a Spy
679745653,Breakfast at Tiffany's
1423128206,Only the Good Spy Young
312949804,Mine Till Midnight
582461502,Tortilla Flat
1857236556,First King of Shannara
1423140575,The Serpent's Shadow
142311339X,The Lost Hero
312940661,When the Lion Feeds
1611099692,Brilliance
449911934,Rabbit Redux
345300785,Enchanters' End Game
60004878,Live by Night
014241493X,Paper Towns
1416580956,Pleasure of a Dark Prince 
968709184,To Build a Fire
1409151174,Red Queen
62286927,Snow Like Ashes
345412214,The Last Don
039916216X,A Hundred Summers
451188454,The Bone Collector
316043966,The Broken Kingdoms
316037532,The Heretic's Daughter
847829863,Storia della bruttezza
7236344,Damaged
425098648,Night Chills
316376116,Winter Street
345476026,Await Your Reply
312147015,The Persian Pickle Club
451465105,The Thousand Names
373210043,My Soul to Save
671870114,Saving Grace
743457269,A Knight in Shining Armor
688163181,The Given Day
140130866X,If You Could See Me Now
451456726,Heir to the Shadows
312599072,inf
738710180,Leaving Paradise
778313077,Touch of Power
804178747,Personal
312187149,Enemy of God
1573228737,Affinity
316176532,A God in Ruins
143036696,The Mermaid Chair
749942010,Sister
451228219,Covet
743225740,The Last Days of Dogtown
1401340873,Arcadia
375727272,Lunar Park
670038318,Sovereign 
312353766,The Red Tent
399250565,Crocodile Tears
545040604,Runaway 
441104029,Children of Dune
571313248,The Girl in the Red Coat
440241901,Can You Keep a Secret?
145553322X,Ride Steady
60724692,Twilight
439488400,Stargirl
1405092726,Revelation
425200280,The Next Big Thing
385721706,The Wisdom of Crowds
525423648,Matched
307119408,Just Go to Bed
679731148,A Year in Provence
439672465,Icefire
1481200577,Significance
375836942,Looking for Alibrandi
983212546,Playing for Keeps
679735909,Possession
1569472025,Moab Is My Washpot
034545894X,Body Double
99447126,Independence Day
345505670,Deception
316176486,Life After Life
545298407,A King's Ransom
743292511,The Devil's Punchbowl
399156046,The Law of Nines
1841492612,New Spring
99498596,Circle of Friends
345524594,Moon Over Soho
1401323820,Heat Wave
145558116X,Friction
446619035,"Mary, Mary"
446359203,Carrion Comfort
786856866,The Sea of Monsters
1741753597,The Slap
786932287,The Lone Drow
679723110,Grendel
1455518379,The Panther
307119483,Just a Mess (Look-Look)
446605484,Roses Are Red
1619630621,Crown of Midnight
316059862,Testimony
399157220,The Weird Sisters
61147931,Heart-Shaped Box
670021873,Faithful Place
345436830,Christ the Lord: Out of Egypt
876859260,Pulp
374271569,The Submission
1416914188,Raven Rise
057114456X,Nesmrtelnost
60751649,Haunted
62359983,Another Brooklyn
61626317,Splendor
751530484,Point of Origin
1857988221,The Demolished Man
743219570,Cover Her Face
1857233808,The Druid of Shannara
743451791,Devil in a Blue Dress
425233383,Something About You
679783482,Shalimar the Clown
62207393,The House Girl
312662750,First Grave on the Right
553819879,Thorn Queen
076790382X,Notes from a Big Country
345418263,The Princess Bride
385523238,At the Water's Edge
451458265,The Wandering Fire
446671002,The Celestine Prophecy
1442413174,The Eternal Dawn
380752859,For Love of Evil
141311428,Going Solo
451199901,They Do it with Mirrors
805094601,Siege and Storm
7251866,A Bruxa de Portobello
1250019699,Save the Date
439861365,The horse and his boy
1416562591,The White Tiger
553283936,The Negotiator
671741039,Swan Song
425172902,The Hunt for Red October
312948557,Still Life
316734950,Echo Park
451233166,"Lover Avenged, part two"
451464400,Cold Days
778322858,Me & Emma
141019085,A Death In Vienna
1477825940,The Glass Magician
345379071,Waylander 
385342063,I've Got Your Number
1619636042,Queen of Shadows
440238609,His Dark Materials
316094617,Forgotten
1620401398,The Bone Season
439858046,The Night is for Hunting
1400096936,The Power of the Dog
9381626685,The Krishna Key
446562424,Innocent
60878061,Keeping Faith
689845367,The Tombs of Atuan
1595549633,The Wedding Dress
876852630,Factotum
1595140838,Peeps
62240196,Romancing the Duke
425230074,Bed of Roses
778316556,The Good Girl
99478420,The Heart of the Matter
345468694,Blessings
1400067243,Lucky Us
1439177724,I Am Pilgrim
399157867,V is for Vengeance
425226743,Practice Makes Perfect
1250010713,The Silent Sister
2246760011,HHhH
805099247,The Heart of Betrayal
345520483,Dream Team
684832356,The Christmas Box
312987854,Bet Me
62392174,The Crown
316074144,Changeless
679735259,Dispatches
425227723,Skin Trade
373776578,The Darkest Seduction
64434508,The Grouchy Ladybug
1934137197,Tinkers
038531258X,Cold Sassy Tree
525422943,Where She Went
451451805,The Darkest Road
765316552,Dust of Dreams
767915828,The Sociopath Next Door
451209338,The Kill Artist
61561630,City of Dragons
60765240,Map of Bones
446699489,Wish You Well
446698873,The Black Dahlia
62409204,News of the World
312590989,Night Star
